,서비스구분,서비스ID,대분류명,소분류명,서비스상태,서비스명,결제방법,장소명,서비스대상,바로가기URL,장소X좌표,장소Y좌표,서비스개시시작일시,서비스개시종료일시,접수시작일시,접수종료일시,지역명,이미지경로,전화번호,서비스이용 시작시간,서비스이용 종료시간,취소기간 기준정보,취소기간 기준일까지,종료일자,종료시간
521,자체,S250329113552712493,문화체험,교육체험,접수중,[구로구] 천왕산 목공체험 프로그램 - 티크원목 빵도마 (4월16일/수요일/오후),유료,천왕산 목공 체험장," 성인(20000), 청소년(20000)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250329113552712493,126.82992,37.47891,2025-04-16 0:00:00,20250416 00:00:00.0,2025-03-29 9:00:00,2025-04-14 18:01:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743215791231RHWTR82TYG7KTMOIYLS9UUDSQ,02-2060-3146,15:00,17:00,이용일,2,20250416,0:00:00
522,자체,S250401163820673295,문화체험,교육체험,접수중,[구로구] 천왕산 목공체험 프로그램 - 편백칩 가습기(4월25일/금요일/오전),유료,천왕산 목공 체험장," 성인(8000), 어린이(8000), 청소년(8000)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250401163820673295,126.82992,37.47891,2025-04-25 0:00:00,20250425 00:00:00.0,2025-04-02 9:01:00,2025-04-23 18:02:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743493304996OTYCQHR6OK8CGAXW6LS5RQ7XK,02-2060-3146,10:00,12:00,이용일,2,20250425,0:00:00
523,자체,S250407150336084703,문화체험,교육체험,접수중,[구로구] 천왕산 목공체험 프로그램 - 2단 화분받침대 (4월17일/목요일/오전),유료,천왕산 목공 체험장," 성인(15000), 청소년(15000)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407150336084703,126.82992,37.47891,2025-04-17 0:00:00,20250417 00:00:00.0,2025-04-07 15:05:00,2025-04-15 18:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744005905657ZI5NKIP2929G48OM41M90OMQQ,02-2060-3146,10:00,12:00,이용일,2,20250417,0:00:00
524,자체,S250103153218756869,문화체험,산림여가,접수종료,"[서울둘레길안내센터] 동행(개인) 1코스, 10코스",무료,창포원,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250103153218756869,127.0472,37.68954,2025-04-02 0:00:00,20250402 00:00:00.0,2025-03-19 9:00:00,2025-03-28 12:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740019036314E9H34CSXQK7KSD93402EZ78WO,02-779-7903,0:00,0:00,접수종료일,0,20250402,0:00:00
525,자체,S250318170927356267,문화체험,산림여가,접수중,산림치유센터[노원구] - 불암산 산림치유센터 난임부부프로그램,무료,불암산 산림치유센터,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318170927356267,127.08109,37.65407,2025-04-01 0:00:00,20251130 00:00:00.0,2025-03-18 0:00:00,2025-11-30 0:00:00,노원구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742285551917YXES51LDGGNNT7AD3ZA2KNDHS,02-2116-0546,10:00,12:00,이용일,2,20251130,0:00:00
526,자체,S250320173545308498,문화체험,산림여가,접수중,대현산 유아숲체험원으로 즐거운 숲나들이 가요!,무료,대현산유아숲체험원,어린이,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320173545308498,127.02858,37.55251,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 0:01:00,2025-04-30 0:02:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742459882116M7VYEVTY6AB8TO8PMZ6EPPCHK,,10:00,16:00,이용일,1,20250430,0:00:00
527,자체,S250323105313095235,문화체험,산림여가,예약마감,대현산 유아숲체험원(주말 가족 특화 프로그램 '꿈꾸는 정원'),무료,대현산유아숲체험원,어린이,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250323105313095235,127.02858,37.55251,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 10:01:00,2025-04-30 10:02:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742695812654H0FZTH82V75NXKEQAOHT04NZZ,,10:00,12:00,이용일,1,20250430,0:00:00
528,자체,S240423234221545875,문화체험,산림여가,접수중,(주말)궁산숲길탐험,무료,궁산,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240423234221545875,126.8390026,37.57237813,2025-04-19 0:00:00,20250419 00:00:00.0,2025-04-05 0:01:00,2025-04-18 0:02:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743672483090KRKBEM0U4LMIYHW9C0N1I310L,,10:00,20:30,이용일,1,20250419,0:00:00
530,자체,S250305163038860228,문화체험,공원탐방,접수중,"서울숲도슨트_평일, 성인 단체",무료,서울숲 군마상,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250305163038860228,127.0421772,37.54405194,2025-03-18 0:00:00,20250624 00:00:00.0,2025-03-07 9:00:00,2025-06-19 16:00:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741160897096ZD63PP1W55TPYWJ0ZKATKTV62,02-460-2945,14:00,15:30,이용일,1,20250624,0:00:00
531,자체,S250320154712414580,문화체험,공원탐방,접수중,(4월) 서울숲 정원투어_수요일 10시,유료,서울숲 군마상,성인(1시간 이상 걷기에 충분한),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320154712414580,127.0421772,37.54405194,2025-04-02 0:00:00,20250416 00:00:00.0,2025-03-25 9:00:00,2025-04-15 10:00:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742453638436CSU0UXEE8ZO72UEVAMZICMIHQ,02-460-2945,10:00,11:30,이용일,1,20250416,0:00:00
532,자체,S250320163253842637,문화체험,공원탐방,접수중,(4-6월) 서울숲 유아차 나들이,무료,서울숲 군마상,성인(유아차 타는 영아 동반 시),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320163253842637,127.0421772,37.54405194,2025-04-24 0:00:00,20250605 00:00:00.0,2025-03-25 9:00:00,2025-06-04 10:00:00,성동구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742456282672POV8HGQ6MMUTB2NKW3A3Z6TRJ,02-460-2945,14:00,15:00,이용일,1,20250605,0:00:00
533,자체,S240423231949874296,문화체험,산림여가,예약마감,(주말) 개화산숲길탐험,무료,방화근린공원,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240423231949874296,126.8133747,37.58222221,2025-04-26 0:00:00,20250426 00:00:00.0,2025-04-05 0:01:00,2025-04-25 0:02:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1719958385887ADEPOGB9O8AE59ICZY4MMGXUL,,10:00,20:30,이용일,1,20250426,0:00:00
534,자체,S240423224212043622,문화체험,산림여가,안내중,(주말)봉제산 강서숲길탐험,무료,봉제산,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240423224212043622,126.8518054,37.54224062,2025-05-10 0:00:00,20250510 00:00:00.0,2025-04-10 0:01:00,2025-05-09 0:02:00,강서구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743672755869UX1Q8D1DD5OT4K2CEMY2OD02K,,10:00,14:30,이용일,1,20250510,0:00:00
535,자체,S250318095311945215,문화체험,산림여가,접수중,[강북구][산림치유] 2025년 북한산 치유의 숲길 산림치유 프로그램,무료,북한산 체험형숲속쉼터 관리소 앞,제한없음(12세이상부터 가능),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318095311945215,127.0066807,37.63593584,2025-04-03 0:00:00,20250531 00:00:00.0,2025-04-02 0:00:00,2025-05-31 0:00:00,강북구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742259422372OZU2HIY9BQQJUJW73ZBDAH2JB,02-901-6954,10:00,16:00,이용기간시작일,1,20250531,0:00:00
538,자체,S250104155028199688,문화체험,전시/관람,접수중,서울시립과학관 기후동행카드 소지자(할인) 입장료 결제,유료,서울시립과학관,성인(입장료 할인 대상자),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250104155028199688,127.07748,37.64191,2025-01-01 0:00:00,20251231 00:00:00.0,2025-01-01 0:00:00,2025-12-31 23:55:00,노원구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1735973523425PKXQPR0YWRU0BUB9MDBYCVTE8,02-970-4532,0:00,0:00,이용일,1,20251231,0:00:00
539,자체,S250104161332335748,문화체험,전시/관람,접수중,서울시립과학관 할인대상자 입장료 결제,유료,서울시립과학관,성인(입장료 할인 대상자),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250104161332335748,127.07748,37.64191,2025-01-01 0:00:00,20251231 00:00:00.0,2025-01-01 0:00:00,2025-12-31 18:00:00,노원구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=173597483855787LOVZZNEJ3OKM4RJYONXJOVX,02-970-4532,0:00,0:00,이용일,1,20251231,0:00:00
540,자체,S250317154649675646,문화체험,전시/관람,접수중,[서울기록원] 어린이 기록체험실 <꼬불꼬불 기록 탐험> 4월 개별 관람,무료,서울기록원,가족(어린이 및 동반가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250317154649675646,126.9348829,37.60742943,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-22 10:00:00,2025-04-29 17:00:00,은평구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742194092695DGUS9ZCL2WEUFJLR4XBSNG0J3,"02-350-5618, 02-350-5625",10:30,16:30,이용일,1,20250430,0:00:00
543,자체,S240614090652487117,문화체험,문화행사,접수중,감동의 양재천 이야기가 있는 다리,무료,서초구 양재천 매헌다리 미디어 글라스,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240614090652487117,127.0323961,37.47190539,2025-04-14 0:00:00,20251231 00:00:00.0,2025-04-03 9:00:00,2025-05-24 23:59:00,서초구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1718332366500VJDKEA62ZXOC43B5VQGNV4N3L,02-2155-7169,0:00,0:00,접수종료일,1,20251231,0:00:00
544,자체,S250328122421387411,문화체험,산림여가,접수중,[성동구] 숲해설 대현산 배수지공원,무료,응봉유아숲체험원,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328122421387411,127.00428,37.54557,2025-04-01 0:00:00,20250429 00:00:00.0,2025-03-28 12:00:00,2025-04-27 12:00:00,용산구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17431333757357K0Y2J292275MXKCLBWVAWI2S,,10:00,16:00,이용일,3,20250429,0:00:00
545,자체,S250407173549870999,문화체험,산림여가,접수중,용산구 응봉 숲에서 놀자,무료,응봉유아숲체험원,가족,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407173549870999,127.00428,37.54557,2025-04-22 0:00:00,20250722 00:00:00.0,2025-04-07 0:00:00,2025-07-21 0:00:00,용산구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17440149496659SPF61D7Z3FXVRBWICIL5BY1X,,14:00,16:00,이용기간시작일,1,20250722,0:00:00
547,자체,S250404143902440759,문화체험,교육체험,예약마감,[구로구] 천왕산 책쉼터 프로그램 ? 가죽공예_용돈봉투만들기 (4월25일/금요일/15시~17시),유료,천왕산 책쉼터,성인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250404143902440759,126.83098,37.47871,2025-04-25 0:00:00,20250425 00:00:00.0,2025-04-04 0:00:00,2025-04-24 23:59:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17437466083120LH0FMB5YOVW4LE7VIWGD7C6B,02-860-2793,0:00,0:00,이용일,1,20250425,0:00:00
548,자체,S250319181449579800,문화체험,산림여가,접수중,아차산 여가센터 4월 프로그램,무료,아차산여가센터,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319181449579800,127.10127,37.55191,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-29 10:01:00,광진구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742375689086Q3FWT4XV38YU95YIP5NQE3NHH,02-6012-0467,10:00,17:00,이용기간시작일,5,20250430,0:00:00
549,자체,S250401110310607181,문화체험,산림여가,접수중,2025년 아차산 여가센터 특강 프로그램 수강생 모집,무료,아차산여가센터,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250401110310607181,127.10127,37.55191,2025-04-16 0:00:00,20250416 00:00:00.0,2025-04-07 10:00:00,2025-04-15 17:00:00,광진구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743473303717KI4EAV3CE1WX77HN8XGL78CG3,02-450-7849,9:30,11:30,이용일,1,20250416,0:00:00
551,자체,S250224142450534404,문화체험,교육체험,접수종료,[서울우리소리박물관] 유아전통문화체험 <우리소리랑 놀자> {유아단체},무료,서울우리소리박물관,유아(유아단체(만5세 이상)),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250224142450534404,126.9896,37.57717,2025-04-08 0:00:00,20250429 00:00:00.0,2025-02-25 10:00:00,2025-03-28 10:01:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740375723659YZ81WM1HN0RWI9Q65BV010HEL,02-721-7511,0:00,0:00,이용기간시작일,2,20250429,0:00:00
552,자체,S250407155718998419,문화체험,교육체험,안내중,[서울우리소리박물관] 가족행복교육프로그램 <아리랑을 담은 소리상자> {초등가족},무료,서울우리소리박물관,가족(초등가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407155718998419,126.9896,37.57717,2025-05-09 0:00:00,20250531 00:00:00.0,2025-04-15 10:00:00,2025-05-09 10:00:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744009140911ZU824C1G92W0YVEDK8ZQBZVCA,02-721-7511,14:00,16:30,이용기간시작일,1,20250531,0:00:00
554,자체,S250328151014610252,문화체험,산림여가,접수중,[광진구] **숲해설(4월)** 단체 접수만 가능,무료,광진구 아차산 일대,제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328151014610252,127.10095,37.55443,2025-04-01 0:00:00,20250430 00:00:00.0,2025-04-01 0:00:00,2025-04-25 0:00:00,광진구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743601689818X2MY32I4RHA9LDBCVNG4SKQLW,,10:00,12:00,이용일,5,20250430,0:00:00
556,자체,S241004140158350567,문화체험,교육체험,접수중,구로 재난안전체험장,무료,구로재난안전체험장," 성인(성인은 아이동반시에만 신청가능), 어린이(6세이상), 초등학생(초등학생까지)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S241004140158350567,126.8658827,37.49837589,2024-11-01 0:00:00,20271231 00:00:00.0,2024-10-04 0:00:00,2027-12-31 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1728353423999MXAD20NAL15MII1F9FHL8Y40A,"개인: 070-5056-5668, 070-5056-5665  /_단체: 02-850-0946",10:00,16:30,이용일,3,20271231,0:00:00
557,자체,S250211110924845832,문화체험,교육체험,접수종료,[서울생활사박물관] 2025년 서울생활문화탐방-경춘선숲길(초등 3~6학년 학급 단체),무료,화랑대철도공원,초등학생(초등학교 3~6학년 학급 단체),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250211110924845832,127.09309,37.62445,2025-04-07 0:00:00,20251110 00:00:00.0,2025-02-17 9:00:00,2025-03-11 16:00:00,노원구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1739241085279N0G7SAM4I8QPRWLQMD3LJQRFS,"02-3399-2967, 2974",10:00,12:00,이용일,5,20251110,0:00:00
558,자체,S250407164734224222,문화체험,교육체험,안내중,"[서울생활사박물관](주말, 초등학생 동반 가족) 2025년 하반기 서울생활문화탐방-경춘선숲길",무료,화랑대철도공원,가족(초등학생 동반 가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407164734224222,127.09309,37.62445,2025-04-19 0:00:00,20250426 00:00:00.0,2025-04-09 9:00:00,2025-04-23 16:00:00,노원구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744099535634RGG0AMQR0WMI63AG4YGH2KNGJ,"02-3399-2967, 2974",10:00,12:00,이용일,5,20250426,0:00:00
559,자체,S250319150825553136,문화체험,산림여가,예약마감,[도봉구]무수골 녹색복지센터[산림치유센터]-아기자기 무수골(6~13세 가족),유료,무수골 녹색복지센터(산림치유센터),가족(6~13세 가족),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319150825553136,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742364701667K1XSIS2MJO8XWE9KJQO5JRC62,"02-2091-3462, 3463",14:00,16:00,이용일,3,20250430,0:00:00
560,자체,S250319133111059743,문화체험,산림여가,접수중,[도봉구]무수골 녹색복지센터[산림치유센터] 무수한 휴_무 (일반인 13세 이상),유료,무수골 녹색복지센터(산림치유센터),제한없음(일반인 13세 이상 ),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319133111059743,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742358948731XU1QG13GWFEZ7VCPNOWPT2J0S,"02-2091-3462, 3463",10:00,16:00,이용일,3,20250430,0:00:00
561,자체,S250319134311835258,문화체험,산림여가,접수중,[도봉구]무수골 녹색복지센터[산림치유센터] 무수한 휴_수 (일반인 13세 이상),유료,무수골 녹색복지센터(산림치유센터),제한없음(일반인 13세 이상 ),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319134311835258,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742359413234XYED2KYTL80RQPK4F6B750VZR,"02-2091-3462, 3463",10:00,16:00,이용일,3,20250430,0:00:00
562,자체,S250319134950085238,문화체험,산림여가,접수중,[도봉구]무수골녹색복지센터[산림치유센터]-행복선물 무수골(단체) *예약 상담 필수(일정 조정 가능),유료,무수골 녹색복지센터(산림치유센터),제한없음((단체) *예약 상담 필수(일정 조정 가능)),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319134950085238,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742359813978E0C0NUL7RFIUKYJA9B1SVMWX1,"02-2091-3462, 3463",10:00,16:00,이용일,3,20250430,0:00:00
563,자체,S250319161105900780,문화체험,산림여가,접수중,[도봉구]무수골 녹색복지센터[산림치유센터]-백세건강 무수천하(65세 이상),유료,무수골 녹색복지센터(산림치유센터),어르신(65세 이상),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319161105900780,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17425192368918LDAGRBS9DTUS7TRB4A9A7EPI,"02-2091-3462, 3463",14:00,16:00,이용일,3,20250430,0:00:00
564,자체,S250319162958938569,문화체험,산림여가,접수중,"[도봉구]무수골 녹색복지센터[산림치유센터]-무수골, 이게 딱이야!(당뇨, 고혈압 등)",유료,무수골 녹색복지센터(산림치유센터),제한없음,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319162958938569,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742369511079MCRXJZPOO74OSW9N8HY8W9MRC,"02-2091-3462, 3463",10:00,12:00,이용일,3,20250430,0:00:00
565,자체,S250319163643245801,문화체험,산림여가,접수중,[도봉구]무수골 녹색복지센터[산림치유센터]-활력숲 무수골(청소년11~18세),유료,무수골 녹색복지센터(산림치유센터),청소년(청소년 11~18세),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250319163643245801,127.03228,37.67686,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-20 10:00:00,2025-04-29 14:00:00,도봉구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17425197764988BMEU3S4N52ZZFWHGY07J5WR6,"02-2091-3462, 3463",14:00,16:00,이용일,3,20250430,0:00:00
566,자체,S250225201749591325,문화체험,교육체험,접수종료,구로 정원지원센터 특화프로그램 - 마음정원,유료,구로구 정원지원센터,청년((구로구민)),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250225201749591325,126.85515,37.49179,2025-03-12 0:00:00,20250423 00:00:00.0,2025-02-25 21:00:00,2025-03-12 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17404841771378XUT4WR7IUYLS8J5DRH366DQI,02-2612-3050,0:00,0:00,이용기간시작일,1,20250423,0:00:00
568,자체,S250305105947086321,문화체험,교육체험,접수종료,"초등학급단체(4~6학년) [믿음과 평화의 물결, 통신사] 특별전 연계 교육",무료,서울역사박물관," 초등학생(4~6학년 학급 단체, 회당 1학급 20명 이내)",https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250305105947086321,126.97108,37.5705,2025-05-22 0:00:00,20250626 00:00:00.0,2025-03-10 10:00:00,2025-03-26 18:00:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17411399866801NE17ANVWHE1UE01QH0FE1MK0,010-4223-1240 / 02-724-0196,0:00,0:00,이용일,7,20250626,0:00:00
570,자체,S250225205213877769,문화체험,교육체험,접수중,구로 정원지원센터 특화프로그램 - 다정원,유료,구로구 정원지원센터,제한없음(다문화 가정 ),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250225205213877769,126.85515,37.49179,2025-03-05 0:00:00,20250416 00:00:00.0,2025-02-25 22:00:00,2025-04-29 23:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740484524103P3OY1SPU3E3U48OZCPUU5YKBW,02-2612-3050,0:00,0:00,이용기간시작일,1,20250416,0:00:00
571,자체,S250226171412027506,문화체험,교육체험,예약마감,구로 정원지원센터 특화프로그램 - 늘봄정원,유료,구로구 정원지원센터,어르신,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250226171412027506,126.85515,37.49179,2025-03-06 0:00:00,20250424 00:00:00.0,2025-02-27 14:00:00,2025-04-24 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740623205578FEPK4BY84RDSH4VJ8S4TXRPRE,02-2612-3050,0:00,0:00,이용기간시작일,1,20250424,0:00:00
572,자체,S250227143255652543,문화체험,교육체험,예약마감,구로 정원지원센터 특화프로그램 - 온정원,유료,구로구 정원지원센터,장애인,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250227143255652543,126.85515,37.49179,2025-03-05 0:00:00,20250416 00:00:00.0,2025-02-27 14:55:00,2025-04-16 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740634672557LGUCIUDIAWF0X51OU1J2X8ZGL,02-2612-3050,0:00,0:00,이용기간시작일,1,20250416,0:00:00
573,자체,S250324135857761138,문화체험,교육체험,접수중,구로 정원지원센터 4월 원데이클래스,유료,구로구 정원지원센터,성인((구로구민)),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324135857761138,126.85515,37.49179,2025-04-04 0:00:00,20250425 00:00:00.0,2025-03-24 15:00:00,2025-04-25 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742792536751HC7NM75PR99YLTI33BZAH4DJ1,02-2612-3050,0:00,0:00,이용기간시작일,1,20250425,0:00:00
574,자체,S250324141316372369,문화체험,교육체험,접수종료,구로 정원지원센터 제2기 마을정원사 (오전반),유료,구로구 정원지원센터,성인(구로구민),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324141316372369,126.85515,37.49179,2025-04-01 0:00:00,20250610 00:00:00.0,2025-03-24 15:00:00,2025-03-31 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742793844835FCETT0MQIXGREZK58N3ETGOPT,02-2612-3050,0:00,0:00,이용기간시작일,1,20250610,0:00:00
575,자체,S250324142843798928,문화체험,교육체험,접수중,구로 정원지원센터 제2기 마을정원사 (오후반),유료,구로구 정원지원센터,성인(구로구민),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324142843798928,126.85515,37.49179,2025-04-01 0:00:00,20250610 00:00:00.0,2025-03-24 15:00:00,2025-04-30 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742794184620MO195L2O57OUB0S157WJ4NCG1,02-2612-3050,0:00,0:00,이용기간시작일,1,20250610,0:00:00
576,자체,S250324143402255914,문화체험,교육체험,접수중,구로 정원지원센터 4월 가족이있는정원,유료,구로구 정원지원센터,가족((구로구민)),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324143402255914,126.85515,37.49179,2025-04-05 0:00:00,20250426 00:00:00.0,2025-03-24 15:00:00,2025-04-11 0:00:00,구로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742795151410ELKIZJAC88CD2VLRJED8ANOF7,02-2612-3050,0:00,0:00,이용기간시작일,1,20250426,0:00:00
581,자체,S250304171913246016,문화체험,교육체험,예약마감,(주말) 바리의 모험,무료,서울시립 미술아카이브 배움동,어린이(2015년 1월 1일 ~ 2018년 12월 31일 이내 출생 어린이),https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250304171913246016,126.9715,37.60769,2025-03-29 0:00:00,20250420 00:00:00.0,2025-03-05 10:00:00,2025-04-17 18:00:00,종로구,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741077598180H332AZABRN78ZYUNM5UK8ZRD5,02-2124-7400,10:30,15:00,이용일,4,20250420,0:00:00
