,服务分类,服务ID,大分类名称,小分类名称,服务状态,服务名称,支付方式,场所名称,服务对象,快捷链接URL,场所X坐标,场所Y坐标,服务开始起始日期时间,服务开始结束日期时间,接收开始日期时间,接收结束日期时间,区域名称,图片路径,电话号码,服务使用开始时间,服务使用结束时间,取消期限基准信息,取消期限截止日期,结束日期,结束时间
489,本身,S250401181929408848,文化体验,山林休闲,正在接收,[森林解说] 首尔大公园森林？探索,免费,首尔大公园 主题花园正门前,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250401181929408848,127.0156399,37.42946391,2025-04-01 0:00:00,20250430 00:00:00.0,2025-04-01 0:05:00,2025-04-29 23:55:00,果川市,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743499169135E07X8170QFA4ACN1G6YBPGRMU,02-500-7565,10:00,16:00,李龙日,1,20250430,0:00:00
490,本身,S250401195344553045,文化体验,山林休闲,预约截止,[周末_森林解说] 首尔大公园家庭三快森林（轻快？清新？愉快）,免费,首尔大公园 主题花园正门前,家庭,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250401195344553045,127.0156399,37.42946391,2025-04-13 0:00:00,20250427 00:00:00.0,2025-04-02 0:01:00,2025-04-24 23:55:00,果川市,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743506501243YNCLWH5JC7LMQEHANAVAZLDF1,02-500-7565,10:00,15:30,李龙日,1,20250427,0:00:00
492,本身,S250322142705065917,文化体验,教育体验,正在接收,[九路区]天王山木工体验项目 - 边桌（4月19日/星期六）,有偿,天王山木工体验馆,成人、青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322142705065917,126.82992,37.47891,2025-04-19 0:00:00,20250419 00:00:00.0,2025-03-24 9:00:00,2025-04-17 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742622278666VRB7L1E7WX8285MOYIJXAUUZ6,02-2060-3146,10:00,17:00,李龙日,2,20250419,0:00:00
493,本身,S250322144514683975,文化体验,教育体验,正在接收,[九路区]天王山木工体验项目 - 边桌（4月12日/星期六）,有偿,天王山木工体验馆,成人、青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322144514683975,126.82992,37.47891,2025-04-12 0:00:00,20250412 00:00:00.0,2025-03-24 9:00:00,2025-04-10 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742622395392E5RYDE8YO26LM6BSW5ZJ4QO1I,02-2060-3146,15:00,17:00,李龙日,2,20250412,0:00:00
494,本身,S250324153757983552,文化体验,公园探访,预约截止,与市民园艺师一起的首尔森林春季花园故事（4月）,免费,首尔森林 公共停车场 卫生间建筑前,成人（任何人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324153757983552,127.0435769,37.54158952,2025-04-24 0:00:00,20250424 00:00:00.0,2025-03-25 9:00:00,2025-04-23 16:00:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742798277807FPBOV06D6SAOY3OIUBME11416,02-460-2950,10:30,11:30,李龙日,1,20250424,0:00:00
495,本身,S250227141156290000,文化体验,教育体验,终止接收,2025年上半年永登浦区村庄园艺师培养课程（周二）,免费,永登浦公园,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250227141156290000,126.91214,37.51613,2025-03-04 0:00:00,20250630 00:00:00.0,2025-03-04 9:00:00,2025-03-21 18:00:00,永登浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741055603967VBN7I3A6WDCJ8179D01451H43,02-2670-3769,0:00,0:00,李龙日,1,20250630,0:00:00
496,本身,S250228180903554371,文化体验,教育体验,终止接收,2025年上半年永登浦区村庄园艺师培养课程（周六）,免费,永登浦公园,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250228180903554371,126.91214,37.51613,2025-03-04 0:00:00,20250630 00:00:00.0,2025-03-04 9:00:00,2025-03-21 18:00:00,永登浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17410558065643WW29HN5U8103KCZ4I8QI3S5P,02-2670-3769,0:00,0:00,李龙日,1,20250630,0:00:00
497,本身,S250322144840743434,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 边桌（4月26日/周六）,有偿,天王山木工体验馆,成人、青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322144840743434,126.82992,37.47891,2025-04-26 0:00:00,20250426 00:00:00.0,2025-03-24 9:00:00,2025-04-24 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742622558645EVPAE6ZI67Z7CNC700CGIZ8UE,02-2060-3146,15:00,17:00,李龙日,2,20250426,0:00:00
498,本身,S250322145628207852,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 六角气氛灯（4月21日/周一/下午）,有偿,天王山木工体验馆,成人、幼儿、青少年、小学生,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322145628207852,126.82992,37.47891,2025-04-21 0:00:00,20250421 00:00:00.0,2025-03-24 9:00:00,2025-04-18 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742623022597CC8N2ARKY24KH77J3MT0MSN5V,02-2060-3146,15:00,17:00,李龙日,2,20250421,0:00:00
499,本身,S250401164622880519,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 玩具汽车（4月22日/周二/上午）,有偿,天王山木工体验馆,成人、儿童、青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250401164622880519,126.82992,37.47891,2025-04-22 0:00:00,20250422 00:00:00.0,2025-04-02 9:01:00,2025-04-19 18:02:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743494639624995NLRN3LB6AG77JUZVHC59CY,02-2060-3146,10:00,12:00,李龙日,2,20250422,0:00:00
500,本身,S250304162727793722,文化体验,教育体验,终止接收,2025年上半年永登浦区村庄园艺师培养课程（周二）,免费,永登浦公园,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250304162727793722,126.91214,37.51613,2025-03-04 0:00:00,20250630 00:00:00.0,2025-03-04 9:00:00,2025-03-23 18:00:00,永登浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17411351928368AP3L2SU31BST26ZBZWLDJNC5,02-2670-3769,0:00,0:00,李龙日,2,20250630,0:00:00
501,本身,S250304172805266543,文化体验,教育体验,终止接收,2025年上半年永登浦区村庄园艺师培养课程（周六）,免费,永登浦公园,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250304172805266543,126.91214,37.51613,2025-03-04 0:00:00,20250630 00:00:00.0,2025-03-04 9:00:00,2025-03-23 18:00:00,永登浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741135267859OL7HT9X09H06K2I02Q8XPAD48,02-2670-3769,0:00,0:00,李龙日,2,20250630,0:00:00
502,本身,S250407172003598209,文化体验,教育体验,正在接收,身体与心灵疗愈项目 - 定制花园教育课程（单日课程） - 永登浦店,有偿,永登浦公园,成人、儿童（有监护人陪同）、青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407172003598209,126.91214,37.51613,2025-04-01 0:00:00,20250531 00:00:00.0,2025-04-07 9:00:00,2025-05-31 18:00:00,永登浦区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744014138983Y5E0W1U9NKYK3QOR2SEG4BZPK,02-2670-3769,0:00,0:00,李龙日,3,20250531,0:00:00
503,本身,S250322120449112157,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 铸铁把手托盘（4月14日/周一/上午）,有偿,天王山木工体验馆,成人、儿童、青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322120449112157,126.82992,37.47891,2025-04-14 0:00:00,20250414 00:00:00.0,2025-03-24 9:00:00,2025-04-11 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742612735771AJEOESIHFFEBH8ECJ9AIAE4PA,02-2060-3146,10:00,12:00,李龙日,2,20250414,0:00:00
504,本身,S250322122620794017,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 铸铁把手托盘（4月21日/周一/上午）,有偿,天王山木工体验馆,成人、儿童、青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322122620794017,126.82992,37.47891,2025-04-21 0:00:00,20250421 00:00:00.0,2025-03-24 9:00:00,2025-04-18 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742614182127S5MATCC289XA34QZRAZW2H0I2,02-2060-3146,10:00,12:00,李龙日,2,20250421,0:00:00
505,本身,S250322123408499823,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 铸铁把手托盘（4月28日/周一/上午）,有偿,天王山木工体验馆,成人、儿童、青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322123408499823,126.82992,37.47891,2025-04-28 0:00:00,20250428 00:00:00.0,2025-03-24 9:00:00,2025-04-25 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742614480372FY2ZX75DKY01NJA6QEGZ09Z6N,02-2060-3146,10:00,12:00,李龙日,2,20250428,0:00:00
506,本身,S250322140230645956,文化体验,教育体验,终止接收,[九老区] 天王山木工体验项目 - 珠宝盒（4月10日/周四/上午）,有偿,天王山木工体验馆,成人、幼儿、青少年、小学生,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322140230645956,126.82992,37.47891,2025-04-10 0:00:00,20250410 00:00:00.0,2025-03-24 9:00:00,2025-04-08 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174261986033937GBMTUK91I17S7V4J80ZGNUT,02-2060-3146,10:00,11:00,李龙日,2,20250410,0:00:00
507,本身,S250322142213237009,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 六角气氛灯（4月11日/周五/上午）,有偿,天王山木工体验馆,成人、幼儿、青少年、小学生,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322142213237009,126.82992,37.47891,2025-04-11 0:00:00,20250411 00:00:00.0,2025-03-24 9:00:00,2025-04-09 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742620956440N5VILSNOCVGZJEDHX9N8MU6AP,02-2060-3146,10:00,12:00,李龙日,2,20250411,0:00:00
508,本身,S240423235917538942,文化体验,山林休闲,正在接收,[周末] 牛庄山森林小道探险,免费,牛长山,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240423235917538942,126.8439856,37.55329748,2025-04-19 0:00:00,20250419 00:00:00.0,2025-04-05 0:01:00,2025-04-18 0:02:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174367331124155GU7F69MN2M0X383XAJ2BMAB,,10:00,20:30,李龙日,1,20250419,0:00:00
509,本身,S250322145940198051,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 六角气氛灯（4月28日/周一/下午）,有偿,天王山木工体验馆,成人、幼儿、青少年、小学生,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322145940198051,126.82992,37.47891,2025-04-28 0:00:00,20250428 00:00:00.0,2025-03-24 9:00:00,2025-04-25 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742623216031XXP4UHQ2CHO7XIIRLHR6EGGW3,02-2060-3146,15:00,17:00,李龙日,2,20250428,0:00:00
510,本身,S250322151724679489,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 珠宝盒（4月22日/周二/下午）,有偿,天王山木工体验馆,成人、幼儿、青少年、小学生,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322151724679489,126.82992,37.47891,2025-04-22 0:00:00,20250422 00:00:00.0,2025-03-24 9:00:00,2025-04-19 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17426243528107JNMADTRG0YHEQ6XCW73ZVUDH,02-2060-3146,15:00,16:00,李龙日,2,20250422,0:00:00
511,本身,S250322152212091398,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 珠宝盒（4月29日/周二/下午）,有偿,天王山木工体验馆,成人、幼儿、青少年、小学生,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322152212091398,126.82992,37.47891,2025-04-29 0:00:00,20250429 00:00:00.0,2025-03-24 9:00:00,2025-04-26 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742624583225W8TLLYIOA061KAXU58W5TUPRT,02-2060-3146,15:00,16:00,李龙日,2,20250429,0:00:00
512,本身,S250322154429949644,文化体验,教育体验,预约截止,[九老区] 天王山木工体验项目 - 花盆架（4月10日/周四/下午）,有偿,天王山木工体验馆,成人（15000），青少年（15000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322154429949644,126.82992,37.47891,2025-04-10 0:00:00,20250410 00:00:00.0,2025-03-24 9:00:00,2025-04-10 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742625912270N4VWYVPTJF5VBGKR0TI7VUZLM,02-2060-3146,15:00,17:00,李龙日,2,20250410,0:00:00
513,本身,S250322154647147048,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 花盆架（4月17日/周四/下午）,有偿,天王山木工体验馆,成人（15000），青少年（15000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322154647147048,126.82992,37.47891,2025-04-17 0:00:00,20250417 00:00:00.0,2025-03-24 9:00:00,2025-04-17 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742626099567HSFUOAFP90QBPWWH2EHSC8OIL,02-2060-3146,15:00,17:00,李龙日,2,20250417,0:00:00
514,本身,S250322155933970944,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 两层花盆架（4月11日/周五/下午）,有偿,天王山木工体验馆,成人（15000），青少年（15000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322155933970944,126.82992,37.47891,2025-04-11 0:00:00,20250411 00:00:00.0,2025-03-24 9:00:00,2025-04-09 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744005650900MKZIQCIIMIR611JKK8NN54538,02-2060-3146,15:00,17:00,李龙日,2,20250411,0:00:00
515,本身,S250322160329802327,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 两层花盆架（4月18日/周五/下午）,有偿,天王山木工体验馆,成人（15000），青少年（15000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250322160329802327,126.82992,37.47891,2025-04-18 0:00:00,20250418 00:00:00.0,2025-03-24 9:00:00,2025-04-16 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17440057513763ZXKU1WX594ZNT4PP95N4LJZQ,02-2060-3146,15:00,17:00,李龙日,2,20250418,0:00:00
516,本身,S250325165652787184,文化体验,教育体验,预约截止,[九老区] 天王山木工体验项目 - 花盆架（4月21日/周一/上午）,有偿,天王山木工体验馆,成人（15000），青少年（15000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250325165652787184,126.82992,37.47891,2025-04-21 0:00:00,20250421 00:00:00.0,2025-03-25 9:00:00,2025-04-18 16:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743495456011LLNCVQEIPMXTE8WZM74N15CUJ,02-2060-3146,10:00,12:00,李龙日,2,20250421,0:00:00
517,本身,S250327095015317187,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 花盆架（4月14日/周一/下午）,有偿,天王山木工体验馆,成人（15000），青少年（15000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250327095015317187,126.82992,37.47891,2025-04-14 0:00:00,20250414 00:00:00.0,2025-03-27 10:00:00,2025-04-11 17:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17430366968129FAF15V8B85I5YGRWS6TATRFY,02-2060-3146,15:00,17:00,李龙日,2,20250414,0:00:00
518,本身,S250328150432561669,文化体验,教育体验,预约截止,天王山木工体验 - 简易托盘（4月15日/周二/下午）,有偿,天王山木工体验馆,成人（7000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328150432561669,126.82992,37.47891,2025-04-15 0:00:00,20250415 00:00:00.0,2025-04-07 9:01:00,2025-04-11 18:02:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17431421126643M3GVTR0HNTMHM5SWREYEEWIF,02-2060-3146,14:00,16:00,李龙日,2,20250415,0:00:00
519,本身,S250329111438728687,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 泰克原木面包砧板（4月15日/周二/上午）,有偿,天王山木工体验馆,成人（20000），青少年（20000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250329111438728687,126.82992,37.47891,2025-04-15 0:00:00,20250415 00:00:00.0,2025-03-29 9:00:00,2025-04-12 18:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743214524290JPHZ8WMUP8OFKGDWZNSQVEQGC,02-2060-3146,10:00,12:00,李龙日,2,20250415,0:00:00
520,本身,S250329112557306002,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 泰克原木面包砧板（4月29日/周二/上午）,有偿,天王山木工体验馆,成人（20000），青少年（20000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250329112557306002,126.82992,37.47891,2025-04-29 0:00:00,20250429 00:00:00.0,2025-03-29 9:00:00,2025-04-26 18:01:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174321519998678CYD7PM8191BIPJP2H6RFOBU,02-2060-3146,10:00,12:00,李龙日,2,20250429,0:00:00
521,本身,S250329113552712493,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 泰克原木面包砧板（4月16日/周三/下午）,有偿,天王山木工体验馆,成人（20000），青少年（20000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250329113552712493,126.82992,37.47891,2025-04-16 0:00:00,20250416 00:00:00.0,2025-03-29 9:00:00,2025-04-14 18:01:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743215791231RHWTR82TYG7KTMOIYLS9UUDSQ,02-2060-3146,15:00,17:00,李龙日,2,20250416,0:00:00
522,本身,S250401163820673295,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 辛柏木芯加湿器（4月25日/周五/上午）,有偿,天王山木工体验馆,成人（8000），儿童（8000），青少年（8000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250401163820673295,126.82992,37.47891,2025-04-25 0:00:00,20250425 00:00:00.0,2025-04-02 9:01:00,2025-04-23 18:02:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743493304996OTYCQHR6OK8CGAXW6LS5RQ7XK,02-2060-3146,10:00,12:00,李龙日,2,20250425,0:00:00
523,本身,S250407150336084703,文化体验,教育体验,正在接收,[九老区] 天王山木工体验项目 - 两层花盆架（4月17日/周四/上午）,有偿,天王山木工体验中心,成人（15000），青少年（15000）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250407150336084703,126.82992,37.47891,2025-04-17 0:00:00,20250417 00:00:00.0,2025-04-07 15:05:00,2025-04-15 18:00:00,九老区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744005905657ZI5NKIP2929G48OM41M90OMQQ,02-2060-3146,10:00,12:00,李龙日,2,20250417,0:00:00
524,本身,S250103153218756869,文化体验,山林休闲,终止接收,[首尔周围步道导览中心] 同行（个人）1号线、10号线,免费,长蒲园,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250103153218756869,127.0472,37.68954,2025-04-02 0:00:00,20250402 00:00:00.0,2025-03-19 9:00:00,2025-03-28 12:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740019036314E9H34CSXQK7KSD93402EZ78WO,02-779-7903,0:00,0:00,受理终止日,0,20250402,0:00:00
525,本身,S250318170927356267,文化体验,山林休闲,正在接收,森林疗愈中心 [诺原区] - 不严山森林疗愈中心不孕夫妇项目,免费,扶岩山森林治疗中心,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318170927356267,127.08109,37.65407,2025-04-01 0:00:00,20251130 00:00:00.0,2025-03-18 0:00:00,2025-11-30 0:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742285551917YXES51LDGGNNT7AD3ZA2KNDHS,02-2116-0546,10:00,12:00,李龙日,2,20251130,0:00:00
526,本身,S250320173545308498,文化体验,山林休闲,正在接收,大贤山幼儿森林体验园快乐森林之旅！,免费,大贤山儿童森林体验中心,儿童,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320173545308498,127.02858,37.55251,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 0:01:00,2025-04-30 0:02:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742459882116M7VYEVTY6AB8TO8PMZ6EPPCHK,,10:00,16:00,李龙日,1,20250430,0:00:00
527,本身,S250323105313095235,文化体验,山林休闲,预约截止,大贤山幼儿森林体验园（周末家庭特色项目“梦想花园”）,免费,大贤山儿童森林体验中心,儿童,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250323105313095235,127.02858,37.55251,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-24 10:01:00,2025-04-30 10:02:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742695812654H0FZTH82V75NXKEQAOHT04NZZ,,10:00,12:00,李龙日,1,20250430,0:00:00
528,本身,S240423234221545875,文化体验,山林休闲,正在接收,[周末] 宫山森林小道探险,免费,宫山,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240423234221545875,126.8390026,37.57237813,2025-04-19 0:00:00,20250419 00:00:00.0,2025-04-05 0:01:00,2025-04-18 0:02:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743672483090KRKBEM0U4LMIYHW9C0N1I310L,,10:00,20:30,李龙日,1,20250419,0:00:00
530,本身,S250305163038860228,文化体验,公园探访,正在接收,首尔森林导游_平日，成人团体,免费,首尔森林马像,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250305163038860228,127.0421772,37.54405194,2025-03-18 0:00:00,20250624 00:00:00.0,2025-03-07 9:00:00,2025-06-19 16:00:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741160897096ZD63PP1W55TPYWJ0ZKATKTV62,02-460-2945,14:00,15:30,李龙日,1,20250624,0:00:00
531,本身,S250320154712414580,文化体验,公园探访,正在接收,(4月) 首尔森林花园导览_星期三 10点,有偿,首尔森林马像,成人（足够步行1小时以上）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320154712414580,127.0421772,37.54405194,2025-04-02 0:00:00,20250416 00:00:00.0,2025-03-25 9:00:00,2025-04-15 10:00:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742453638436CSU0UXEE8ZO72UEVAMZICMIHQ,02-460-2945,10:00,11:30,李龙日,1,20250416,0:00:00
532,本身,S250320163253842637,文化体验,公园探访,正在接收,(4-6月) 首尔森林婴儿车之旅,免费,首尔森林马像,成人（带婴儿车的婴儿同行时）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320163253842637,127.0421772,37.54405194,2025-04-24 0:00:00,20250605 00:00:00.0,2025-03-25 9:00:00,2025-06-04 10:00:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742456282672POV8HGQ6MMUTB2NKW3A3Z6TRJ,02-460-2945,14:00,15:00,李龙日,1,20250605,0:00:00
533,本身,S240423231949874296,文化体验,山林休闲,预约截止,[周末] 开花山森林小道探险,免费,芳华邻里公园,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240423231949874296,126.8133747,37.58222221,2025-04-26 0:00:00,20250426 00:00:00.0,2025-04-05 0:01:00,2025-04-25 0:02:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1719958385887ADEPOGB9O8AE59ICZY4MMGXUL,,10:00,20:30,李龙日,1,20250426,0:00:00
534,本身,S240423224212043622,文化体验,山林休闲,指南中,[周末] 奉济山江西森林小道探险,免费,凤制山,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240423224212043622,126.8518054,37.54224062,2025-05-10 0:00:00,20250510 00:00:00.0,2025-04-10 0:01:00,2025-05-09 0:02:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743672755869UX1Q8D1DD5OT4K2CEMY2OD02K,,10:00,14:30,李龙日,1,20250510,0:00:00
535,本身,S250318095311945215,文化体验,山林休闲,正在接收,[江北区] [森林疗愈] 2025年北汉山疗愈森林小道森林疗愈项目,免费,北汉山体验型森林休息区管理所前,无限制（12岁以上可参加）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250318095311945215,127.0066807,37.63593584,2025-04-03 0:00:00,20250531 00:00:00.0,2025-04-02 0:00:00,2025-05-31 0:00:00,江北区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742259422372OZU2HIY9BQQJUJW73ZBDAH2JB,02-901-6954,10:00,16:00,使用期间起始日,1,20250531,0:00:00
538,本身,S250104155028199688,文化体验,展览/参观,正在接收,首尔市立科学馆气候同行卡持有者（折扣）门票支付,有偿,首尔市立科学馆,成人（门票折扣对象）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250104155028199688,127.07748,37.64191,2025-01-01 0:00:00,20251231 00:00:00.0,2025-01-01 0:00:00,2025-12-31 23:55:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1735973523425PKXQPR0YWRU0BUB9MDBYCVTE8,02-970-4532,0:00,0:00,李龙日,1,20251231,0:00:00
539,本身,S250104161332335748,文化体验,展览/参观,正在接收,首尔市立科学馆折扣对象门票支付,有偿,首尔市立科学馆,成人（门票折扣对象）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250104161332335748,127.07748,37.64191,2025-01-01 0:00:00,20251231 00:00:00.0,2025-01-01 0:00:00,2025-12-31 18:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=173597483855787LOVZZNEJ3OKM4RJYONXJOVX,02-970-4532,0:00,0:00,李龙日,1,20251231,0:00:00
