"키","명칭","행정 시","행정 구","행정 동","전화번호","홈페이지주소","HTML사용여부","X 좌표","Y 좌표"
"BE_IW10-0034","Hyangwonjeong Pavilion in Gyeongbokgung Palace [MBC Drama 'The Moon Embracing the Sun'(2012)]","Seoul","Jongno-gu","Cheongunhyoja-dong","","http://www.imbc.com/broad/tv/drama/sunNmoon ","Y ","126.9769632000","37.5806903000"
"BE_IW10-0035","Naksan Park[MBC Drama 'The king 2 hearts'(2012)]","Seoul","Jongno-gu","Ihwa-dong","","http://www.imbc.com/broad/tv/drama/king2hearts ","Y ","127.0044940000","37.5838167000"
"BE_IW10-0036","Pastel de Nata[SBS Drama 'The Heirs'(2013)]","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9837107000","37.5773893000"
"BE_IW10-0037","Caf? Hakrim[SBS Drama 'Love from Star'(2013)]","Seoul","Jongno-gu","Hyehwa-dong","","http://program.sbs.co.kr/builder/programMainList.do?pgm_id=22000001041","Y ","127.0016508000","37.5819300000"
"BE_IW10-0038","Cheongun Park[SBS Drama 'The winter, Wind rises'(2013)]","Seoul","Jongno-gu","Cheongunhyoja-dong","","http://baramibunda.sbs.co.kr/","Y ","126.9664689000","37.5907647000"
"BE_IW10-0039","Buam-dong [SBS Drama 'Brilliant Legacy' (2009)]","Seoul","Jongno-gu","Buam-dong","","http://tv.sbs.co.kr/usan/ ","Y ","126.9640471000","37.5924399000"
"BE_IW10-0040","Gyeongbokgung Palace, Ilmin Museum of Art [Movie 'Windstruck'(2004)]","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9776683000","37.5695517000"
"BE_IW10-0041","Naksan Park and surroundings of Changsin-dong ssangyoung Apartment[KBS Drama 'Birth Of The Rich'(2010)]","Seoul","Jongno-gu","Changsin3-dong","","","Y ","127.0140195000","37.5805173000"
"BE_IW10-0042","Green House[SBS Drama 'Secret Garden'(2010)]","Seoul","Jongno-gu","Pyeongchang-dong","","http://tv.sbs.co.kr/secretgarden/","Y ","126.9705299000","37.6105020000"
"BE_IW10-0043","Gyedong-gil[MBC Drama 'Twinkle Twinkle'(2011)]","Seoul","Jongno-gu","Gahoe-dong","","http://www.imbc.com/broad/tv/drama/shining","Y ","126.9866683000","37.5803116000"
"BE_IW10-0044","Ihwa Mural Village [SBS Drama 'Okprince'(2012)]","Seoul","Jongno-gu","Ihwa-dong","","http://tv.sbs.co.kr/okprince/ ","Y ","127.0072663000","37.5781516000"
"BE_IW10-0045","DaeO bookstore[KBS Drama 'Shark'(2013)]","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9693362000","37.5797358000"
"BE_IW10-0046","Kim jongyoung museum[MBC Drama 'GreatestLove'(2011)]","Seoul","Jongno-gu","Pyeongchang-dong","02-3217-6484 ","http://www.imbc.com/broad/tv/drama/greatestlove/ ","Y ","126.9776575000","37.6130429000"
"BE_IW10-0047","Samcheong Park [SBS Drama 'Love from Star'(2013)]","Seoul","Jongno-gu","Samcheong-dong","","http://program.sbs.co.kr/builder/programMainList.do?pgm_id=22000001041","Y ","126.9808095000","37.5885407000"
"BE_IW10-0048","Baekseok-dong gil 124[MBC Drama 'scandal'(2013)]","Seoul","Jongno-gu","Buam-dong","","http://www.imbc.com/broad/tv/drama/scd/ ","Y ","126.9693549000","37.5959344000"
"BE_IW10-0049","Yongjeong[MBC Drama 'Jang Bo-ri is Here!'(2014)]","Seoul","Jongno-gu","Gahoe-dong","02-747-3000","http://www.imbc.com/broad/tv/drama/jangbori/ ","Y ","126.9885806000","37.5794631000"
"BE_IW10-0050","Caf? sanmotoonge[MBC Drama 'coffee prince'(2007)]","Seoul","Jongno-gu","Buam-dong","","http://www.imbc.com/broad/tv/drama/coffeeprince/index.html ","Y ","126.9679640000","37.5954183000"
"BE_IW10-0051","Woonkyung foundation[MBC Drama 'Jang Bo-ri is Here!'(2014)]","Seoul","Jongno-gu","Sajik-dong"," 02-737-1710","http://www.imbc.com/broad/tv/drama/jangbori/ ","Y ","126.9665334000","37.5749349000"
"BE_IW10-0052","710 an other man[KBS Drama 'The Queen of Office'(2013)]","Seoul","Jongno-gu","Buam-dong","","http://www.kbs.co.kr/drama/misskim/","Y ","126.9663750000","37.5937565000"
"BE_IW10-0053","Yeorangjae[MBC Drama 'Personal Taste' (2010)]","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9847947000","37.5801110000"
"BE_IW10-0054","Pak Nosoo Museum","Seoul","Jongno-gu","Cheongunhyoja-dong","02-2148-4171","","Y ","126.9667572000","37.5813721000"
"BE_IW10-0056","Jongno(Jewelry, Pharmacy Shopping Center)","","","","","","Y ","",""
"BE_IW10-0316","Cheongwadae Sarangchae","","","","","","Y ","",""
"BE_IW10-0055","Yun Dong-ju Literary House","Seoul","Jongno-gu","Cheongunhyoja-dong","02-2148-4175","http://www.yundongju.or.kr","Y ","126.9670686000","37.5920969000"
"BE_IW10-0057","Gwanghwamun Korea Culture Center ","Seoul","Jongno-gu","Sajik-dong","02-737-0621~2","http://www.yeshanc.com","Y ","126.9742559000","37.5704258000"
"BE_IW10-0058","Dongsoong Art Center","Seoul","Jongno-gu","Ihwa-dong","02-766-3390","http://www.dsartcenter.co.kr","Y ","127.0037106000","37.5836832000"
"BE_IW10-0059","Seoul Seniors Welfare Center","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-739-9501~3","http://www.seoulnoin.or.kr","Y ","126.9856233000","37.5760011000"
"BE_IW10-0060","Pulib Culture Center in Jongno","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-763-5579,744-5579","http://jongro.pulib.com","Y ","126.9911999000","37.5706616000"
"BE_IW10-0061","Jongno Comprehensive Social Welfare Center","Seoul","Jongno-gu","Changsin3-dong","02-766-8282","http://www.jongno.or.kr/","Y ","127.0123574000","37.5772068000"
"BE_IW10-0062","Youth Culture Center","Seoul","Jongno-gu","Hyehwa-dong","02-3675-1318","http://www.ijongno.co.kr","Y ","126.9933773000","37.5906337000"
"BE_IW10-0063","Eastern Women Culture Center","Seoul","Jongno-gu","Changsin2-dong","02-3675-5861,731-0649","http://www.ijongno.co.kr","Y ","127.0099877000","37.5769475000"
"BE_IW10-0064","Gana Art Center","Seoul","Jongno-gu","Pyeongchang-dong","02-720-1020","http://www.ganaart.com","Y ","126.9751895000","37.6122360000"
"BE_IW10-0065","Olympic Memorial Civic Center","Seoul","Jongno-gu","Hyehwa-dong","02-745-6701~5","http://www.ijongno.co.kr","Y ","126.9988431000","37.5903653000"
"BE_IW10-0066","Unhyeongung Culture Center","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-766-9090","http://www.unhyeongung.or.kr","Y ","126.9871246000","37.5761263000"
"BE_IW10-0067","Jongno Senior Welfare Service Center","Seoul","Jongno-gu","Ihwa-dong","02-742-9500~2","http://www.jongnonoin.or.kr/","Y ","127.0060252000","37.5767323000"
"BE_IW10-0068","Jongno Culture and Sports Center","Seoul","Jongno-gu","Sajik-dong","02-732-9392~3","http://www.ijongno.co.kr","Y ","126.9647006000","37.5743945000"
"BE_IW10-0069","Women Resources Development Center ","Seoul","Jongno-gu","Buam-dong","02-765-1326,7,1334","http://www.sbwomen.or.kr","Y ","127.0005725000","37.5821171000"
"BE_IW10-0307","Guerrilla Theater","Seoul","Jongno-gu","Hyehwa-dong","02-763-1268","http://cafe.daum.net/theaterguerrilla","Y ","127.0004578000","37.5874595000"
"BE_IW10-0308","Hollywood Classic","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-3672-4232","http://www.bravosilver.org","Y ","126.9878024000","37.5725833000"
"BE_IW10-0645","Site of Sonbyeonghui's house","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9847684000","37.5803381000"
"BE_IW10-0646","Site of Ogansumun Gate","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9838679000","37.5704510000"
"BE_IW10-0647","Site of the Wejo","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0648","Site of Yeoinsijang","Seoul","Jongno-gu","Sungin2-dong","","","Y ","127.0176267000","37.5718550000"
"BE_IW10-0649","Site of Yeounhyeong's house","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9870000000","37.5804000000"
"BE_IW10-0650","Site of Yeodan Altar","Seoul","Jongno-gu","Pyeongchang-dong","","","Y ","126.9770283000","37.6110973000"
"BE_IW10-0651","Site of Eouigung Palace","Seoul","Jongno-gu","Jongno5.6ga-dong","","","Y ","127.0018918000","37.5749640000"
"BE_IW10-0652","Site of Eoyugu's house","Seoul","Jongno-gu","Hyehwa-dong","","","Y ","127.0003237000","37.5841909000"
"BE_IW10-0653","Site of Eoyeongcheong","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9971783000","37.5728094000"
"BE_IW10-0654","Site of Sundial Base","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9954564000","37.5713843000"
"BE_IW10-0655","Site of Andong Secondary Palace","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9828999000","37.5773000000"
"BE_IW10-0656","Site of Ssanghongmun Gate","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9719206000","37.5826487000"
"BE_IW10-0657","Site of Sengmunwon","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9870000000","37.5804000000"
"BE_IW10-0658","Site of Sunhwagung Palace","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9860000000","37.5717000000"
"BE_IW10-0659","Site of Supyogyo","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9893086000","37.5684728000"
"BE_IW10-0660","Site of Sujin Measurement School","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9806000000","37.5737000000"
"BE_IW10-0661","Site of Sujingung Shrine","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9810035000","37.5726695000"
"BE_IW10-0662","Site of Songhakseon","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9894942000","37.5777794000"
"BE_IW10-0663","Site of Songsiyeol's house","Seoul","Jongno-gu","Hyehwa-dong","","","Y ","127.0005764000","37.5869186000"
"BE_IW10-0664","Site of Sechang Segwan Press","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9915496000","37.5706809000"
"BE_IW10-0665","Place of King Sejong born","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9701873000","37.5801426000"
"BE_IW10-0666","Segumjeongchaulam Rock","Seoul","Jongno-gu","Buam-dong","","","Y ","126.9605171000","37.6009603000"
"BE_IW10-0667","Place Seongsammun lived","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9821397000","37.5816563000"
"BE_IW10-0668","Site of Seongonggam","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9761849000","37.5704858000"
"BE_IW10-0669","Site of Seokyanglu","Seoul","Jongno-gu","Ihwa-dong","","","Y ","127.0042691000","37.5769839000"
"BE_IW10-0670","Center of Seoul Mark Stone","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9860000000","37.5717000000"
"BE_IW10-0671","Site of Seoul University","Seoul","Jongno-gu","Ihwa-dong","","","Y ","127.0027070000","37.5804832000"
"BE_IW10-0672","Former Site of Seobukhakhoe","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9870345000","37.5739678000"
"BE_IW10-0673","Site of Sangcunwon","Seoul","Jongno-gu","Changsin1-dong","","","Y ","127.0124949000","37.5733026000"
"BE_IW10-0674","Site of Saheonbu Goverment","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9759138000","37.5733807000"
"BE_IW10-0675","Site of Saposeo Office","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9798861000","37.5741370000"
"BE_IW10-0676","Site of Sajikseo Office","Seoul","Jongno-gu","Samcheong-dong","","","Y ","",""
"BE_IW10-0677","Site of Saonseo Office","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9743068000","37.5746556000"
"BE_IW10-0678","Site of Sayeokwon Office","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9700720000","37.5748910000"
"BE_IW10-0679","Site of Saseomsa Temple","Seoul","Jongno-gu","Hyehwa-dong","","","Y ","126.9977942000","37.5834472000"
"BE_IW10-0680","Site of Saboksi Office","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9790119000","37.5739157000"
"BE_IW10-0681","Site of Sogyeokseo Office","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9811382000","37.5814132000"
"BE_IW10-0682","Site of Saganwon Office","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9798313000","37.5780538000"
"BE_IW10-0683","Site of Bibyeonsa Office","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9930000000","37.5820000000"
"BE_IW10-0684","Site of Bukpyeonggwan Office","Seoul","Jongno-gu","Jongno5.6ga-dong","","","Y ","127.0081764000","37.5719426000"
"BE_IW10-0685","Site of Buchim Rock","Seoul","Jongno-gu","Buam-dong","","","Y ","126.9634598000","37.5973772000"
"BE_IW10-0686","Site of Bongsangsa Office","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9723176000","37.5717624000"
"BE_IW10-0687","Site of Byeongjoe Office","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9767571000","37.5802853000"
"BE_IW10-0688","Site of Bokjeong Well","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9820324000","37.5821290000"
"BE_IW10-0689","Former Site of Byeolgigun Army Training Camp","Seoul","Jongno-gu","Pyeongchang-dong","","","Y ","126.9659050000","37.6050461000"
"BE_IW10-0690","Site of Seosupjagak Watchtower","Seoul","Jongno-gu","Ihwa-dong","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0691","Site of Parkinhwan's house","Seoul","Jongno-gu","Pyeongchang-dong","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0692","Site of Parkgyusu's house","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9851250000","37.5781000000"
"BE_IW10-0693","Site of Minyeonghwan 's house","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9827322000","37.5741253000"
"BE_IW10-0694","Site of Mangsaseong's house","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9833213000","37.5838981000"
"BE_IW10-0695","Site of Deunggwajeong Archary Pavilion","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9685375000","37.5764899000"
"BE_IW10-0696","Site of Donghakdang","Seoul","Jongno-gu","Jongno5.6ga-dong","","","Y ","127.0074286000","37.5713338000"
"BE_IW10-0697","Dongmangbong","Seoul","Jongno-gu","Sungin1-dong","","","Y ","127.0173078000","37.5775502000"
"BE_IW10-0698","Donga Ilbo Building Site","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9825512000","37.5793438000"
"BE_IW10-0699","Former Site of Sadosi","Seoul","Jongno-gu","Gahoe-dong","","","Y ","",""
"BE_IW10-0700","Site of Donnyeongbu Office","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9884967000","37.5740499000"
"BE_IW10-0756","Juyohan Poem Monument","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","",""
"BE_IW10-0701","Site of Indepencence Declaration Distribution","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9859500000","37.5750670000"
"BE_IW10-0702","Site of Dojeonggung Shrine","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9662961000","37.5744029000"
"BE_IW10-0703","Site of Doyeomseo Office","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0704","Site of Daehan-Cheonil Main Bank ","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9841943000","37.5688055000"
"BE_IW10-0705","Site of Daesimwon Court","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9823968000","37.5711170000"
"BE_IW10-0706","Original Site of Daedongdan ","Seoul","Jongno-gu","Pyeongchang-dong","","","Y ","126.9574000000","37.6179000000"
"BE_IW10-0707","Site of Nongsanamun Office","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9725957000","37.5864696000"
"BE_IW10-0708","Site of General Nobaeklin's house","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9864633000","37.5843579000"
"BE_IW10-0709","Baeksecheongpung-bawi Rock","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9672870000","37.5865804000"
"BE_IW10-0710","Site of Baeklokjeong Archary Pavilion","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9853667000","37.5861106000"
"BE_IW10-0711","Site of Baeklyeonsa","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9829311000","37.5880397000"
"BE_IW10-0712","Site of General Nami","Seoul","Jongno-gu","Ihwa-dong","","","Y ","127.0019111000","37.5783530000"
"BE_IW10-0713","Site of Kimjeonghui's house","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9722336000","37.5779723000"
"BE_IW10-0714","Site of Kimokgyun's house","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9828000000","37.5806000000"
"BE_IW10-0715","Site of Kimsuyoung's house","Seoul","Jongno-gu","Jongno5.6ga-dong","","","Y ","127.0075945000","37.5714186000"
"BE_IW10-0716","Site of Kimsangheon's house","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9711429000","37.5852907000"
"BE_IW10-0126","PKM Gallery","Seoul","Jongno-gu","Samcheong-dong","02-734-9467~8","http://www.pkmgallery.com","Y ","126.9826982000","37.5790477000"
"BE_IW10-0127","Ilmin Museum of Art","Seoul","Jongno-gu","Sajik-dong","02-2020-2055","http://www.ilmin.org","Y ","126.9776683000","37.5695517000"
"BE_IW10-0128","Artside","Seoul","Jongno-gu","Sajik-dong","02-725-1020","http://www.artside.org/","Y ","126.9729516000","37.5782750000"
"BE_IW10-0129","Sejong Center for the Performing Arts Museum of Art","Seoul","Jongno-gu","Sajik-dong","02-399-1512~4","http://www.sejongpac.or.kr","Y ","126.9760754000","37.5722306000"
"BE_IW10-0130","KIM YOUNG SEOB PHOTOGALLERY","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-733-6331~2","http://www.gallerykim.com","Y ","126.9841901000","37.5743045000"
"BE_IW10-0131","Chohyung Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-736-4804~5","","Y ","126.9848536000","37.5720231000"
"BE_IW10-0132","Dukwon Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-723-7771","","Y ","126.9865138000","37.5729565000"
"BE_IW10-0133","Gallery Lux","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","http://www.gallerylux.net","Y ","126.9844248000","37.5741999000"
"BE_IW10-0134","Gallery SUN&MOON","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","http://amkorea.com/cgi-bin/amkorea/board/ttboard.cgi?act=read&db=seoul_sunmoon&page=1&idx=1","Y ","126.9857228000","37.5743664000"
"BE_IW10-0135","Art Council Korea Arko Art Center","Seoul","Jongno-gu","Ihwa-dong","02-760-4601~4","http://art.arko.or.kr","Y ","127.0028970000","37.5799333000"
"BE_IW10-0136","Gana Art Center","Seoul","Jongno-gu","Pyeongchang-dong","02-720-1020","http://www.ganaartgallery.com","Y ","126.9751895000","37.6122360000"
"BE_IW10-0137","Gallery Samkyoung","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-735-1262","","Y ","126.9868210000","37.5732985000"
"BE_IW10-0138","Pak No-soo Art Museum","Seoul","Jongno-gu","Cheongunhyoja-dong","02-2148-4171","","Y ","126.9667572000","37.5813721000"
"BE_IW10-0139","Imageroot, Sangwon Museum of Art","Seoul","Jongno-gu","Pyeongchang-dong","02-396-3185","http://www.imageroot.co.kr","Y ","126.9765863000","37.6116273000"
"BE_IW10-0140","Bukchon Art Museum","Seoul","Jongno-gu","Gahoe-dong","02-741-2296","http://www.bukchonartmuseum.com","Y ","126.9847684000","37.5803381000"
"BE_IW10-0141","Daelim Museum","Seoul","Jongno-gu","Sajik-dong","02-720-0667","http://www.daelimmuseum.org","Y ","126.9733074000","37.5774958000"
"BE_IW10-0142","Art Sonje Center","Seoul","Jongno-gu","Samcheong-dong","02-733-8945","http://artsonje.org","Y ","126.9818500000","37.5794229000"
"BE_IW10-0143","Zaha Museum","Seoul","Jongno-gu","Buam-dong","02-395-3222","http://www.zahamuseum.com","Y ","126.9603349000","37.5893894000"
"BE_IW10-0144","Artplanet","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-733-6444","","Y ","126.9834469000","37.5750728000"
"BE_IW10-0145","Gallery Sang","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-730-0030","http://www.gallerysang.co.kr","Y ","126.9865325000","37.5723401000"
"BE_IW10-0146","Tong-in Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-735-9094","http://www.tonginstore.com/","Y ","126.9858474000","37.5735325000"
"BE_IW10-0147","Gallery Daea","Seoul","Jongno-gu","Samcheong-dong","02-725-2550","http://www.artinseoul.co.kr","Y ","126.9799075000","37.5779041000"
"BE_IW10-0148","Insa Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-735-2655","","Y ","126.9856950000","37.5739901000"
"BE_IW10-0149","Dongho Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-722-3665","","Y ","126.9854649000","37.5731065000"
"BE_IW10-0150","Rho Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-732-3558","http://www.rhogallery.com","Y ","126.9840927000","37.5748680000"
"BE_IW10-0151","Samtoh Gallery","Seoul","Jongno-gu","Ihwa-dong","02-3675-3737","","Y ","127.0023394000","37.5815498000"
"BE_IW10-0152","Gallery Seokyoung","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-733-0434","","Y ","126.9844027000","37.5740936000"
"BE_IW10-0153","Korea Craft & Design Foundation","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-733-9040","http://www.kcpf.or.kr","Y ","126.9841228000","37.5740281000"
"BE_IW10-0154","Kukje Gallery","Seoul","Jongno-gu","Samcheong-dong","02-735-8449","http://www.kukje.org","Y ","126.9804724000","37.5807298000"
"BE_IW10-0155","Gallery Hyundai","Seoul","Jongno-gu","Samcheong-dong","02-734-6111~4","http://www.galleryhyundai.com","Y ","126.9798969000","37.5773258000"
"BE_IW10-0156","Moran Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-737-0057","http://www.moranmuseum.org/main.html","Y ","126.9854649000","37.5731065000"
"BE_IW10-0157","Moin Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-739-9291~2","http://www.moingallery.co.kr","Y ","126.9847262000","37.5736757000"
"BE_IW10-0158","Topohaus","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-722-9883","http://www.topohaus.com","Y ","126.9844027000","37.5740936000"
"BE_IW10-0159","Sun Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-734-0458","http://www.sungallery.co.kr","Y ","126.9856369000","37.5729699000"
"BE_IW10-0160","The Soho","Seoul","Jongno-gu","Sajik-dong","02-722-1999","http://www.thesoho.co.kr","Y ","126.9692755000","37.5778954000"
"BE_IW10-0161","The Woljeon Museum of Art","Seoul","Jongno-gu","Samcheong-dong","02-732-3777","","Y ","126.9815311000","37.5829635000"
"BE_IW10-0162","Insa Art Center","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-736-1020","http://www.ganaartgallery.com","Y ","126.9846029000","37.5738870000"
"BE_IW10-0163","Jongno Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-737-0326","","Y ","126.9852050000","37.5743408000"
"BE_IW10-0164","Gwang Art Gallery","Seoul","Jongno-gu","Sajik-dong","02-399-1151~1154","http://www.sejongpac.or.kr","Y ","126.9760754000","37.5722306000"
"BE_IW10-0165","Sungkok Art Museum","Seoul","Jongno-gu","Sajik-dong","02-737-7650","http://www.sungkokmuseum.com","Y ","126.9700536000","37.5735038000"
"BE_IW10-0341","Gwancheol-dong street of young","","","","","","Y ","",""
"BE_IW10-0166","Total Museum of Contemporary Art","Seoul","Jongno-gu","Pyeongchang-dong","02-379-3994","http://www.totalmuseum.org","Y ","126.9759443000","37.6121075000"
"BE_IW10-0167","Gallery doll","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-739-1406","http://www.gallerydoll.com","Y ","126.9841714000","37.5730060000"
"BE_IW10-0168","Baiksong Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-730-5824","http://www.artbaiksong.com","Y ","126.9853270000","37.5732968000"
"BE_IW10-0169","Kukje Gallery","Seoul","Jongno-gu","Samcheong-dong","02-735-8449","http://www.kukje.org","Y ","126.9804724000","37.5807298000"
"BE_IW10-0170","Garam Art Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-732-6170","http://www.garamgallery.co.kr","Y ","126.9856175000","37.5742980000"
"BE_IW10-0171","Cheonggye Art Studio","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-2285-3392","http://www.sfac.or.kr/cheonggye_studio/cheonggye06.asp","Y ","126.9928990000","37.5688002000"
"BE_IW10-0172","Whanki Museum","Seoul","Jongno-gu","Buam-dong","02-391-7701~2","http://www.whankimuseum.org","Y ","126.9664362000","37.5944071000"
"BE_IW10-0173","Kyung-in Museum of Fine Art","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-733-4448","http://www.kyunginart.co.kr","Y ","126.9856180000","37.5745209000"
"BE_IW10-0174","Hakgojae","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-739-4937","http://hakgojae.com","Y ","126.9841605000","37.5748130000"
"BE_IW10-0175","Bon Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-732-2366","http://www.bongallery.com","Y ","126.9826395000","37.5749208000"
"BE_IW10-0176","Art Sonje Center","Seoul","Jongno-gu","Samcheong-dong","02-733-8945","http://www.artsonje.org","Y ","126.9818500000","37.5794229000"
"BE_IW10-0177","Kumho Art Gallery","Seoul","Jongno-gu","Samcheong-dong","02-720-5114","http://www.kumhoarthall.co.kr","Y ","126.9798219000","37.5774770000"
"BE_IW10-0178","Savina Museum of Contemporary Art","Seoul","Jongno-gu","Samcheong-dong","02-736-4371","http://www.savinamuseum.com","Y ","126.9845830000","37.5765880000"
"BE_IW10-0179","Gallery Gaia","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong"," 02-733-3373","http://www.galerie-gaia.net","Y ","126.9834469000","37.5750728000"
"BE_IW10-0180","Gallery Miz","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-735-4151","http://www.mizgallery.com","Y ","126.9851520000","37.5740529000"
"BE_IW10-0181","Kwanhoon Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-733-6469","http://www.kwanhoongallery.com/new/index.htm","Y ","126.9843622000","37.5736791000"
"BE_IW10-0182","Dongsanbang Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-733-6945","","Y ","126.9833743000","37.5729287000"
"BE_IW10-0183","Dongseo Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-722-9086","","Y ","126.9853652000","37.5736068000"
"BE_IW10-0184","Dansung Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-735-5588","","Y ","126.9852857000","37.5738973000"
